task_name,task_version,task_versionDate,task_form,task_ageCohort,task_language,site_id,subject_id,session_num,session_date,session_start,initials,machine_id,response_device,block_name,trial_congruent,trial_arrows,trial_upDown,trial_corrResp,trial_fixation,resp_value,resp_corr,resp_rt,task_time
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,up,left,2.917,left,1,0.66265571099885,122.42611240500082
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,down,left,1.58,left,1,0.7510982049988524,124.95913342600034
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,down,left,1.2690000000000001,left,1,0.5980639470001332,127.0282174240001
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,up,right,2.1,left,0,0.6157273110005916,129.94594610100103
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,up,right,1.245,right,1,0.546971975000706,131.939994751001
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,down,right,2.439,right,1,2.724467110000056,137.3059998940007
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,down,left,2.061,left,1,0.8007093149987341,140.36995818500145
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,down,right,2.463,left,0,0.44852860900001534,143.4836295290006
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,up,left,2.492,left,1,0.7956311060008447,146.9736657379999
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,up,right,2.79,right,1,0.8274208860011276,150.79330899600063
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,up,left,1.4969999999999999,left,1,0.809831918000171,153.30232747300033
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,up,right,1.88,right,1,1.1088245399997687,156.49334815800103
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,down,left,2.508,left,1,0.6893192679997737,159.89293901100064
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,down,right,1.113,right,1,0.7764512189999659,161.98457899800087
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,up,right,1.935,right,1,0.7718549270006769,164.89354413300134
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,up,right,2.884,right,1,0.7097630879998325,168.68955396300044
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,up,left,1.771,left,1,0.6473502790001513,171.31036578900057
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,down,right,2.73,right,1,0.8810700940007519,175.12391858500087
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,up,left,2.346,left,1,0.7284799599997349,178.40085477400135
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,down,left,1.2690000000000001,left,1,0.645679707999312,180.51771131799978
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,down,left,1.591,left,1,0.6678512290003564,182.97865966500103
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,down,right,1.304,right,1,0.5262259400006732,185.01137155500146
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,up,right,1.9929999999999999,left,0,0.30860543600140966,187.5154056600004
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,up,right,2.746,right,1,1.9445852049985697,192.40826222900068
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,down,left,1.424,left,1,0.9689399759999797,195.00430077800047
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,lllll,up,left,2.806,left,1,0.5123395560008648,198.5248489780006
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,down,left,2.496,left,1,0.7800476149996975,202.00299953500144
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,1,rrrrr,down,right,1.532,right,1,0.7603402920005173,204.4975621400008
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,llrll,down,right,2.919,right,1,0.9941020190015988,208.6130867660013
Flanker,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,11/22/2019,22:42,SA,Machine_ID,keyboard,testingBlock,0,rrlrr,up,left,2.681,left,1,0.9021019849993026,212.3984921650008
